Delivery person ID,Age group(Delivery person),Delivery person rating,Rseturant latitude,Resturant longitude,Delivery location latitude,Delivery location longitude,Type of order,Type of vechicle,Temperature,Humidity,Precipitation,Weather description,Traffic level,Distance(km),Target(mins)
COIMBRES03DEL03,31-40,4.9,11.025083,77.015393,11.055083,77.045393,Meal ,scooter ,24.99,73,0,mist,Low,6.09,17.93333333
INDORES09DEL03,21-30,4.6,22.725835,75.887648,22.755835,75.917648,Drinks ,motorcycle ,17.08,72,0,haze,Low,18.52,28.53333333
RANCHIRES18DEL01,21-30,5,23.351489,85.324253,23.461489,85.434253,Drinks ,motorcycle ,17.58,69,0,clear sky,High,2.6,42.65
CHENRES11DEL01,21-30,4.6,13.064181,80.236442,13.074181,80.246442,Drinks ,scooter ,26.43,88,0,mist,Very Low,0,20.81666667
KNPRES07DEL03,31-40,4.7,26.472001,80.354002,26.502001,80.384002,Drinks ,scooter ,21.79,55,0,clear sky,Low,22.71,29.43333333
SURRES14DEL01,31-40,4.5,21.157729,72.768726,21.267729,72.878726,Meal ,scooter ,22.88,43,0,clear sky,High,17.94,43.23333333
SURRES16DEL03,31-40,4.8,21.160437,72.774209,21.250437,72.864209,Drinks ,scooter ,22.92,43,0,clear sky,High,17.33,46.75
HYDRES20DEL03,21-30,4.9,17.483216,78.552111,17.573216,78.642111,Buffet ,scooter ,21.17,67,0,broken clouds,Very High,21.4,49.86666667
CHENRES01DEL03,31-40,4.1,13.005801,80.250744,13.095801,80.340744,Buffet ,scooter ,26.47,87,0,scattered clouds,Very High,24.34,62.05
CHENRES05DEL01,21-30,4.6,13.058616,80.264151,13.168616,80.374151,Snack ,scooter ,26.41,92,0,scattered clouds,Very High,22.23,65.35
COIMBRES01DEL01,21-30,4.9,11.016298,76.972076,11.126298,77.082076,Snack ,motorcycle ,25.18,73,0,mist,High,18.14,50.71666667
SURRES12DEL03,31-40,3.9,21.183434,72.814492,21.273434,72.904492,Meal ,scooter ,22.84,43,0,clear sky,High,12.57,33.63333333
CHENRES08DEL03,31-40,4.5,13.022394,80.242439,13.082394,80.302439,Drinks ,motorcycle ,26.47,88,0,mist,High,9.34,43.81666667
KOCRES17DEL01,31-40,4.9,9.959778,76.296106,9.999778,76.336106,Drinks ,scooter ,23.99,88,0,mist,Moderate,7.64,33.31666667
RANCHIRES18DEL01,21-30,4.9,23.351489,85.324253,23.391489,85.364253,Snack ,motorcycle ,17.66,68,0,clear sky,Low,10.23,22.78333333
VADRES010DEL02,21-30,4.7,22.310329,73.169083,22.360329,73.219083,Snack ,motorcycle ,22.78,43,0,clear sky,Low,22.96,22.5
CHENRES010DEL03,21-30,4.8,13.066762,80.251865,13.156762,80.341865,Drinks ,motorcycle ,26.4,87,0,scattered clouds,Very High,12.1,67.71666667
AURGRES09DEL03,31-40,4.4,19.874103,75.368419,19.934103,75.428419,Meal ,motorcycle ,17.45,82,0,mist,Moderate,20.94,27.55
BANGRES04DEL01,21-30,4.7,12.98041,77.640489,13.09041,77.750489,Snack ,motorcycle ,19.07,93,0,fog,High,0,45.75
MYSRES010DEL02,31-40,5,12.321214,76.621094,12.401214,76.701094,Snack ,scooter ,18.46,82,0,broken clouds,High,7.21,42.21666667
INDORES15DEL03,31-40,5,22.760072,75.892574,22.790072,75.922574,Drinks ,scooter ,17.16,72,0,haze,Moderate,13.6,35.18333333
BANGRES04DEL03,31-40,4.9,12.98041,77.640489,13.04041,77.700489,Snack ,electric_scooter ,19.5,93,0,mist,Moderate,1.89,36.33333333
ALHRES01DEL01,21-30,4.5,25.454648,81.834502,25.464648,81.844502,Buffet ,motorcycle ,22.23,53,0,clear sky,Very Low,29.44,9.3
JAPRES12DEL03,21-30,4.5,26.902908,75.792934,27.042908,75.932934,Snack ,motorcycle ,19.71,47,0,clear sky,Very High,11.67,52.55
HYDRES02DEL03,21-30,4.8,17.41233,78.449654,17.47233,78.509654,Buffet ,motorcycle ,21.32,64,0,broken clouds,Moderate,10.91,27.91666667
MUMRES15DEL02,31-40,4.3,19.176269,72.836721,19.226269,72.886721,Meal ,scooter ,26.54,44,0,smoke,High,29.63,38.31666667
KNPRES05DEL02,21-30,4.6,26.479108,80.315042,26.609108,80.445042,Snack ,motorcycle ,19.99,56,0,clear sky,Very High,2.21,58.5
RANCHIRES19DEL01,21-30,4.8,23.333017,85.3172,23.343017,85.3272,Drinks ,electric_scooter ,17.7,68,0,clear sky,Very Low,2.22,15.88333333
INDORES03DEL01,21-30,4.9,22.751857,75.866699,22.761857,75.876699,Buffet ,scooter ,17.16,72,0,haze,Very Low,7.96,13.26666667
COIMBRES010DEL01,21-30,4.5,11.003008,76.97544,11.043008,77.01544,Snack ,motorcycle ,24.84,73,0,mist,Moderate,1.99,28.5
RANCHIRES07DEL01,31-40,4.6,23.359407,85.325055,23.369407,85.335055,Meal ,scooter ,17.74,68,0,clear sky,Very Low,22.97,9.766666667
RANCHIRES11DEL01,21-30,5,23.359194,85.325447,23.429194,85.395447,Meal ,electric_scooter ,17.79,68,0,clear sky,Very High,24.21,46.36666667
SURRES19DEL01,21-30,4.2,21.149669,72.772629,21.259669,72.882629,Meal ,motorcycle ,22.88,43,0,clear sky,High,19.18,43.53333333
INDORES06DEL03,31-40,4.6,22.728163,75.884212,22.818163,75.974212,Drinks ,motorcycle ,17.23,53,0,clear sky,High,11.07,43.36666667
RANCHIRES09DEL03,31-40,4.8,23.351058,85.325731,23.411058,85.385731,Meal ,scooter ,17.83,68,0,clear sky,Moderate,5.1,29.88333333
COIMBRES03DEL02,21-30,4.8,11.025083,77.015393,11.045083,77.035393,Snack ,scooter ,24.94,73,0,mist,Low,12.64,19.36666667
KOCRES13DEL03,31-40,4.7,9.991703,76.293136,10.051703,76.353136,Buffet ,motorcycle ,23.92,88,0,mist,Moderate,16.16,30.43333333
MUMRES010DEL02,21-30,4.6,19.003517,72.82765,19.083517,72.90765,Snack ,motorcycle ,27,44,0,smoke,High,11.16,48.3
INDORES15DEL03,15-20,4.8,22.760072,75.892574,22.820072,75.952574,Buffet ,motorcycle ,17.14,72,0,haze,Moderate,12.89,26.43333333
GOARES09DEL02,31-40,4.9,15.303897,73.914336,15.353897,73.964336,Snack ,scooter ,24.31,88,0,mist,Moderate,2.43,29.85
JAPRES16DEL01,21-30,4.7,26.849596,75.800512,26.859596,75.810512,Drinks ,motorcycle ,19.8,68,0,haze,Very Low,12.87,15.93333333
BANGRES18DEL02,21-30,4.8,12.913041,77.683237,12.963041,77.733237,Buffet ,electric_scooter ,19.76,93,0,mist,High,22.99,38.26666667
SURRES13DEL01,21-30,4.7,21.170096,72.789122,21.280096,72.899122,Snack ,motorcycle ,22.85,43,0,clear sky,High,28.77,46.66666667
JAPRES09DEL03,31-40,4.5,26.911378,75.789034,27.051378,75.929034,Buffet ,motorcycle ,19.91,47,0,clear sky,Very High,16.98,49.31666667
INDORES08DEL03,31-40,4.7,22.725748,75.898497,22.785747,75.958497,Meal ,motorcycle ,17.15,72,0,haze,High,12.79,38.61666667
HYDRES20DEL01,21-30,4.6,17.483216,78.552111,17.553216,78.622111,Buffet ,motorcycle ,21.33,66,0,broken clouds,Moderate,17.73,31.46666667
SURRES03DEL02,31-40,3.7,21.186884,72.793616,21.266884,72.873616,Meal ,motorcycle ,22.9,43,0,clear sky,High,19.45,34.2
MYSRES15DEL03,31-40,4.8,12.352058,76.60665,12.442058,76.69665,Buffet ,scooter ,18.27,82,0,scattered clouds,Moderate,20.71,32.98333333
BANGRES01DEL02,21-30,5,12.933284,77.615428,13.013284,77.695428,Snack ,motorcycle ,19.62,93,0,mist,High,4.31,49.08333333
BANGRES20DEL02,21-30,4.9,12.972161,77.596014,12.992161,77.616014,Meal ,scooter ,19.58,91,0,mist,Low,8.57,21.33333333
PUNERES04DEL01,21-30,4.6,18.51421,73.838429,18.55421,73.878429,Meal ,scooter ,19.3,65,0,clear sky,Moderate,0,24.15
JAPRES12DEL02,21-30,5,26.902908,75.792934,27.032908,75.922934,Meal ,scooter ,19.79,47,0,clear sky,Very High,27.14,58.23333333
AURGRES01DEL01,21-30,4.6,19.876219,75.346017,19.986219,75.456017,Snack ,motorcycle ,16.49,82,0,mist,Very High,6.67,71.35
PUNERES18DEL03,21-30,4.5,18.593481,73.785901,18.623481,73.815901,Buffet ,motorcycle ,19.09,65,0,clear sky,Low,2.99,17.03333333
COIMBRES02DEL01,31-40,4.1,11.022477,76.995667,11.032477,77.005667,Buffet ,motorcycle ,24.86,73,0,mist,Very Low,18.91,15.81666667
HYDRES05DEL02,21-30,4.5,17.433809,78.386744,17.513809,78.466744,Drinks ,motorcycle ,21.38,64,0,overcast clouds,High,21.39,52.9
CHENRES09DEL01,21-30,5,13.044694,80.26147,13.154694,80.37147,Buffet ,scooter ,26.42,87,0,scattered clouds,Very High,20.79,61.6
HYDRES13DEL02,21-30,4.6,17.431477,78.40035,17.511477,78.48035,Snack ,scooter ,21.27,64,0,overcast clouds,High,0,48.81666667
MYSRES12DEL01,21-30,4.7,12.284747,76.625861,12.324747,76.665861,Snack ,scooter ,18.19,81,0,broken clouds,Moderate,16.18,27.98333333
SURRES010DEL03,21-30,4.6,21.17106,72.789292,21.26106,72.879292,Meal ,motorcycle ,22.88,43,0,clear sky,High,6.64,35
MUMRES03DEL03,21-30,4.7,19.22384,72.841347,19.25384,72.871347,Buffet ,motorcycle ,26.98,44,0,smoke,Low,0,25.28333333
HYDRES010DEL03,21-30,4.6,17.428294,78.404423,17.458294,78.434423,Drinks ,motorcycle ,21.36,65,0,broken clouds,Moderate,3.48,35.55
HYDRES02DEL01,31-40,4.6,17.41233,78.449654,17.42233,78.459654,Meal ,scooter ,21.5,65,0,broken clouds,Very Low,10.47,9.966666667
GOARES11DEL03,21-30,4.2,15.544419,73.755736,15.604419,73.815736,Drinks ,motorcycle ,24.92,59,0,scattered clouds,Moderate,0,37.15
CHENRES07DEL02,31-40,4.7,13.081878,80.248519,13.161878,80.328519,Meal ,motorcycle ,26.39,87,0,scattered clouds,Very High,17.35,58.93333333
KNPRES13DEL02,21-30,4.5,26.481547,80.299775,26.561547,80.379775,Snack ,scooter ,21.75,56,0,clear sky,High,26.95,43.93333333
BANGRES15DEL02,31-40,4.2,12.975377,77.696664,13.105377,77.826664,Meal ,scooter ,18.97,93,0,fog,Very High,12.72,52.28333333
MUMRES19DEL01,31-40,4.7,19.131141,72.813074,19.17114,72.853074,Snack ,motorcycle ,26.93,44,0,smoke,High,15.31,41.65
RANCHIRES01DEL01,21-30,4.8,23.416792,85.316842,23.486792,85.386842,Drinks ,scooter ,17.71,68,0,clear sky,Moderate,4.38,37.56666667
JAPRES08DEL02,21-30,4.9,26.910262,75.783013,26.930262,75.803013,Meal ,scooter ,19.53,68,0,haze,Low,4.23,13.31666667
BANGRES08DEL02,21-30,4.1,12.906229,77.596791,12.926229,77.616791,Drinks ,motorcycle ,19.76,90,0,mist,Low,13.88,25.21666667
MYSRES19DEL02,21-30,4.9,12.334022,76.618203,12.384022,76.668203,Snack ,motorcycle ,18.4,81,0,scattered clouds,Moderate,9.95,30.15
MYSRES18DEL01,21-30,4.8,12.337928,76.617889,12.377928,76.657889,Buffet ,scooter ,18.29,81,0,scattered clouds,Low,16.42,23.5
HYDRES07DEL01,31-40,3.9,17.424114,78.347554,17.494114,78.417554,Drinks ,motorcycle ,21.32,65,0,broken clouds,High,0,43.41666667
KOLRES18DEL02,31-40,4.7,22.569367,88.433187,22.589367,88.453187,Buffet ,motorcycle ,23.03,83,0,haze,Low,21.12,16.1
KOCRES15DEL01,21-30,4.9,10.027364,76.308258,10.137364,76.418258,Snack ,motorcycle ,23.95,88,0,mist,High,9.79,45.4
INDORES02DEL01,31-40,4.4,22.651847,75.881991,22.691847,75.921991,Snack ,motorcycle ,16.92,72,0,haze,Low,15.45,21.86666667
COIMBRES06DEL02,31-40,4.8,11.021278,76.995017,11.101278,77.075017,Snack ,motorcycle ,25.05,73,0,mist,Moderate,35.89,36.51666667
MUMRES02DEL01,21-30,4.8,19.221315,72.862381,19.331315,72.972381,Drinks ,scooter ,26.94,48,0,clear sky,Very High,6.5,90.15
CHENRES05DEL03,31-40,4.7,13.058616,80.264151,13.088616,80.294151,Buffet ,scooter ,26.43,88,0,mist,Low,5.54,23.6
BANGRES19DEL02,31-40,4,12.914264,77.6784,12.934264,77.6984,Meal ,motorcycle ,19.82,92,0,mist,Low,9.08,18.66666667
CHENRES14DEL01,31-40,4,13.026279,80.174568,13.066279,80.214568,Meal ,motorcycle ,26.39,88,0,mist,Moderate,0,28.53333333
INDORES16DEL02,31-40,4.7,22.744648,75.894377,22.794648,75.944377,Snack ,motorcycle ,17.12,72,0,haze,Moderate,0,33.35
BANGRES13DEL01,21-30,4.7,12.935662,77.61413,13.045662,77.72413,Snack ,motorcycle ,19.45,93,0,mist,Very High,8.33,53.21666667
GOARES12DEL01,21-30,4.6,15.516833,73.768172,15.556833,73.808172,Meal ,bicycle ,24.98,58,0,scattered clouds,Low,0,20.06666667
INDORES16DEL02,31-40,4.4,22.744648,75.894377,22.824648,75.974377,Snack ,motorcycle ,17.23,53,0,clear sky,Moderate,17.77,33.9
MYSRES11DEL03,31-40,4.9,12.323225,76.630028,12.413225,76.720028,Drinks ,motorcycle ,18.35,77,0,scattered clouds,High,16.4,42.36666667
JAPRES03DEL03,21-30,4.9,26.913483,75.803139,27.003483,75.893139,Drinks ,motorcycle ,19.95,46,0,clear sky,High,4.96,45.2
GOARES16DEL01,21-30,4.9,15.498603,73.826911,15.508603,73.836911,Meal ,scooter ,24.75,88,0,mist,Low,4.74,15.6
MYSRES07DEL02,21-30,4.4,12.325461,76.632278,12.345461,76.652278,Drinks ,motorcycle ,18.06,77,0,scattered clouds,Low,19.68,23.8
SURRES13DEL03,31-40,4.6,21.170096,72.789122,21.260096,72.879122,Snack ,electric_scooter ,22.88,43,0,clear sky,High,13.92,41.25
COIMBRES03DEL01,21-30,4.6,11.025083,77.015393,11.095083,77.085393,Drinks ,motorcycle ,25.06,73,0,mist,Moderate,14.47,40.1
CHENRES04DEL01,31-40,4.4,13.02978,80.208812,13.09978,80.278812,Buffet ,motorcycle ,26.36,88,0,mist,High,3.86,38.91666667
HYDRES17DEL01,31-40,4.4,17.451976,78.385883,17.461976,78.395883,Buffet ,motorcycle ,21.32,65,0,broken clouds,Low,18.4,15.06666667
BANGRES03DEL03,31-40,4.7,12.979166,77.640709,13.069166,77.730709,Snack ,scooter ,19.22,93,0,fog,High,22.79,41.85
HYDRES09DEL03,31-40,4.7,17.431668,78.408321,17.521668,78.498321,Buffet ,motorcycle ,21.12,65,0,broken clouds,Very High,23.03,49.78333333
COIMBRES07DEL01,21-30,4.3,10.96185,76.971082,11.07185,77.081082,Buffet ,electric_scooter ,25.02,73,0,mist,High,5.39,50.11666667
BANGRES01DEL02,31-40,5,12.933284,77.615428,12.953284,77.635428,Buffet ,motorcycle ,20.3,91,0,mist,Low,29.08,22.71666667
PUNERES07DEL02,31-40,4.3,18.546947,73.900626,18.676947,74.030626,Drinks ,scooter ,19.24,64,0,clear sky,Very High,9.59,66.58333333
GOARES010DEL01,31-40,4.7,15.546594,73.760431,15.586594,73.800431,Meal ,motorcycle ,24.81,58,0,scattered clouds,Moderate,27.25,24.81666667
PUNERES01DEL02,21-30,2.5,18.569156,73.774723,18.699156,73.904723,Meal ,scooter ,18.94,65,0,clear sky,Very High,21.52,66.11666667
HYDRES16DEL03,31-40,4.3,17.440827,78.393391,17.530827,78.483391,Meal ,motorcycle ,21.2,64,0,overcast clouds,High,21.28,47.11666667
SURRES05DEL01,15-20,4.9,21.175104,72.804342,21.285104,72.914342,Buffet ,motorcycle ,22.84,43,0,clear sky,High,7.8,42.03333333
MUMRES12DEL01,15-20,5,19.207222,72.972281,19.247222,73.012281,Drinks ,motorcycle ,27.05,47,0,clear sky,Moderate,12.03,34.16666667
MUMRES01DEL03,31-40,4.7,19.12663,72.829976,19.18663,72.889976,Buffet ,scooter ,25.46,44,0,smoke,High,2.77,45.26666667
PUNERES20DEL01,21-30,5,18.592718,73.773572,18.602718,73.783572,Drinks ,scooter ,19.13,65,0,clear sky,Low,0,20
LUDHRES12DEL03,21-30,4.6,30.893244,75.821817,30.983244,75.911817,Meal ,motorcycle ,18.72,58,0,clear sky,High,16.61,36.18333333
GOARES15DEL01,31-40,4.4,15.51315,73.78346,15.58315,73.853459,Buffet ,motorcycle ,24.88,59,0,scattered clouds,High,24.58,38.61666667
JAPRES09DEL02,21-30,4.6,26.911378,75.789034,27.041378,75.919034,Meal ,scooter ,19.81,47,0,clear sky,High,4.36,45.73333333
MUMRES02DEL02,21-30,4.6,19.221315,72.862381,19.241315,72.882381,Meal ,electric_scooter ,26.29,44,0,smoke,Low,19.78,19.11666667
LUDHRES14DEL03,21-30,4.4,30.892978,75.821847,30.982978,75.911847,Snack ,scooter ,18.72,58,0,clear sky,High,19.25,41
MYSRES04DEL02,21-30,4.5,12.3085,76.665808,12.3885,76.745808,Buffet ,scooter ,18.31,82,0,broken clouds,Very High,18.08,56.81666667
COIMBRES07DEL02,31-40,4.4,10.96185,76.971082,11.04185,77.051082,Snack ,motorcycle ,25.03,73,0,mist,High,11.88,43.76666667
BANGRES07DEL03,21-30,4.6,12.978453,77.643685,13.038453,77.703685,Snack ,scooter ,19.5,93,0,mist,Moderate,1.9,35.41666667
RANCHIRES11DEL01,31-40,4,23.359194,85.325447,23.369194,85.335447,Buffet ,motorcycle ,17.74,68,0,clear sky,Very Low,22.49,9.85
HYDRES15DEL02,21-30,4.5,17.45971,78.368855,17.53971,78.448855,Meal ,motorcycle ,21.14,65,0,broken clouds,Very High,3.2,52.35
MUMRES18DEL01,15-20,4.6,19.1093,72.825451,19.1193,72.835451,Meal ,motorcycle ,27,44,0,smoke,Low,24.65,22.15
VADRES13DEL02,21-30,4.8,22.310237,73.158921,22.440237,73.288921,Snack ,motorcycle ,22.47,44,0,clear sky,High,8.97,42.33333333
MUMRES02DEL01,15-20,5,19.221315,72.862381,19.261315,72.902381,Buffet ,electric_scooter ,24.51,47,0,clear sky,High,11.34,37.81666667
JAPRES02DEL03,21-30,4.8,26.914142,75.805704,26.974142,75.865704,Drinks ,motorcycle ,19.89,68,0,haze,Moderate,3.77,36.65
JAPRES12DEL02,21-30,4.6,26.902908,75.792934,26.922908,75.812934,Buffet ,motorcycle ,19.62,68,0,haze,Low,6.73,14.68333333
MYSRES11DEL03,21-30,4.8,12.323225,76.630028,12.353225,76.660028,Meal ,motorcycle ,18.25,81,0,broken clouds,Low,17.25,16.5
KOLRES14DEL03,31-40,4.8,22.552996,88.35231,22.612996,88.41231,Snack ,motorcycle ,22.99,83,0,haze,High,18.37,36.48333333
MUMRES12DEL01,31-40,4,19.207222,72.972281,19.317222,73.082281,Meal ,motorcycle ,26.97,50,0,clear sky,Very High,8.62,48.2
SURRES20DEL01,31-40,4.6,21.15276,72.778059,21.19276,72.818059,Drinks ,motorcycle ,23.44,44,0,clear sky,Low,3.42,28.8
COIMBRES05DEL01,21-30,4.6,11.022169,76.999594,11.032169,77.009594,Drinks ,scooter ,24.86,73,0,mist,Low,8.75,25.38333333
BANGRES06DEL02,31-40,4.8,12.979096,77.640625,12.999096,77.660625,Meal ,scooter ,19.61,92,0,mist,Low,4.57,15.05
RANCHIRES01DEL02,31-40,4.8,23.416792,85.316842,23.436792,85.336842,Buffet ,motorcycle ,17.69,68,0,clear sky,Very Low,4.15,12.86666667
KOLRES12DEL02,31-40,4.5,22.551084,88.354127,22.571084,88.374127,Buffet ,scooter ,22.97,83,0,haze,Low,11.53,15.48333333
COIMBRES08DEL03,31-40,4.9,11.001852,76.976268,11.061852,77.036268,Snack ,scooter ,24.96,73,0,mist,Moderate,2.89,30.48333333
KOCRES11DEL01,21-30,5,10.006881,76.345397,10.016881,76.355397,Drinks ,scooter ,23.92,88,0,mist,Very Low,11.17,21.7
GOARES13DEL02,21-30,4.9,15.506205,73.766668,15.556205,73.816668,Snack ,scooter ,24.97,59,0,scattered clouds,Moderate,14.03,35.41666667
SURRES19DEL01,21-30,4.7,21.149669,72.772629,21.219669,72.842629,Drinks ,scooter ,23.05,43,0,clear sky,Moderate,12.29,38.43333333
SURRES05DEL03,15-20,4.9,21.175104,72.804342,21.235104,72.864342,Meal ,electric_scooter ,22.97,43,0,clear sky,Moderate,3.86,25.16666667
HYDRES17DEL01,21-30,4.7,17.451976,78.385883,17.461976,78.395883,Snack ,motorcycle ,21.32,65,0,broken clouds,Very Low,8.27,15.05
KOLRES04DEL03,21-30,4.7,22.538731,88.364878,22.568731,88.394878,Buffet ,motorcycle ,22.99,83,0,haze,Low,4.6,21.88333333
HYDRES16DEL02,21-30,4.9,17.440827,78.393391,17.460827,78.413391,Drinks ,motorcycle ,21.39,65,0,broken clouds,Low,8.95,28.16666667
HYDRES20DEL01,21-30,4.7,17.483216,78.552111,17.523216,78.592111,Drinks ,scooter ,21.25,65,0,broken clouds,Moderate,13.79,36.35
HYDRES15DEL03,21-30,4,17.45971,78.368855,17.51971,78.428855,Buffet ,motorcycle ,21.18,65,0,broken clouds,High,24.02,37.58333333
JAPRES13DEL02,21-30,4.6,26.846156,75.8023,26.976156,75.9323,Meal ,scooter ,19.99,46,0,clear sky,High,18.56,44.6
JAPRES09DEL03,21-30,4.8,26.911378,75.789034,27.001378,75.879034,Meal ,scooter ,19.94,46,0,clear sky,High,33.29,37.01666667
HYDRES06DEL02,21-30,4.9,17.455894,78.375467,17.585894,78.505467,Buffet ,scooter ,21.02,65,0,broken clouds,Very High,3.09,61.18333333
MYSRES08DEL01,21-30,4.7,12.297954,76.665169,12.307954,76.675169,Drinks ,scooter ,18.05,81,0,broken clouds,Very Low,27.25,16.71666667
CHENRES14DEL03,31-40,4.7,13.026279,80.174568,13.116279,80.264568,Meal ,motorcycle ,26.35,88,0,mist,High,12.95,46.16666667
LUDHRES03DEL03,31-40,4.8,30.88722,75.804893,30.94722,75.864893,Meal ,motorcycle ,18.91,57,0,clear sky,Moderate,16.67,22.35
JAPRES11DEL03,21-30,4.5,26.90294,75.793007,26.99294,75.883007,Buffet ,scooter ,19.96,46,0,clear sky,High,3.84,38.03333333
SURRES20DEL02,21-30,4.6,21.15276,72.778059,21.17276,72.798059,Snack ,scooter ,23.72,44,0,clear sky,Low,18.14,15.43333333
SURRES12DEL03,21-30,4.6,21.183434,72.814492,21.273434,72.904492,Meal ,motorcycle ,22.84,43,0,clear sky,High,12.79,33.48333333
PUNERES20DEL01,31-40,4.7,18.592718,73.773572,18.662718,73.843572,Meal ,motorcycle ,19.01,65,0,clear sky,Moderate,22.87,27.01666667
JAPRES16DEL02,31-40,4.6,26.849596,75.800512,26.979596,75.930512,Meal ,scooter ,19.99,46,0,clear sky,High,11.61,43.21666667
BANGRES18DEL01,21-30,4.6,12.913041,77.683237,12.953041,77.723237,Buffet ,motorcycle ,19.88,93,0,mist,High,10.62,36.58333333
CHENRES14DEL02,31-40,4.3,13.026279,80.174568,13.076279,80.224568,Snack ,electric_scooter ,26.35,88,0,mist,High,8.4,38.1
SURRES13DEL01,21-30,4.4,21.170096,72.789122,21.210096,72.829122,Buffet ,motorcycle ,23.23,43,0,clear sky,Low,30.54,21.91666667
PUNERES11DEL02,21-30,4.6,18.533811,73.899315,18.663811,74.029315,Meal ,motorcycle ,19.53,65,0,clear sky,Very High,8.86,55.18333333
COIMBRES06DEL01,21-30,4.7,11.021278,76.995017,11.061278,77.035017,Meal ,motorcycle ,24.96,73,0,mist,Low,9.59,21.13333333
MYSRES17DEL01,21-30,4.7,12.326356,76.619103,12.366356,76.659103,Meal ,electric_scooter ,18.33,81,0,scattered clouds,Moderate,39.69,24.55
AGRRES12DEL02,21-30,4.8,27.165108,78.015053,27.295108,78.145053,Drinks ,motorcycle ,21.4,53,0,clear sky,Very High,29.71,62.8
DEHRES13DEL03,21-30,4.4,30.366322,78.070453,30.456322,78.160453,Buffet ,motorcycle ,8.93,80,0,clear sky,Very High,23.65,75.16666667
SURRES010DEL02,21-30,4.6,21.17106,72.789292,21.30106,72.919292,Buffet ,motorcycle ,22.81,43,0,clear sky,High,17.5,44.71666667
COIMBRES20DEL03,15-20,4.7,10.994136,76.963303,11.084136,77.053303,Snack ,scooter ,24.97,73,0,mist,High,16.08,43.91666667
SURRES11DEL03,31-40,4.9,21.157735,72.768778,21.247735,72.858778,Drinks ,motorcycle ,22.92,43,0,clear sky,High,4.42,41.43333333
MYSRES04DEL02,31-40,4.1,12.3085,76.665808,12.3285,76.685808,Meal ,motorcycle ,18.03,81,0,broken clouds,Low,9.71,13.93333333
MYSRES05DEL01,31-40,4.6,12.323978,76.627961,12.363978,76.667961,Meal ,motorcycle ,18.32,81,0,broken clouds,Moderate,20.31,27.4
RANCHIRES010DEL02,31-40,5,23.354422,85.3329,23.484422,85.4629,Meal ,motorcycle ,17.6,69,0,clear sky,High,10.62,37.13333333
CHENRES14DEL02,31-40,4.7,13.026279,80.174568,13.076279,80.224568,Snack ,motorcycle ,26.35,88,0,mist,High,12.62,38.1
SURRES04DEL03,31-40,4.9,21.173493,72.801953,21.233493,72.861953,Meal ,scooter ,23.02,43,0,clear sky,Moderate,0,25.5
VADRES010DEL02,21-30,4.6,22.310329,73.169083,22.390329,73.249083,Drinks ,motorcycle ,22.63,43,0,clear sky,Moderate,4.42,39.78333333
MYSRES04DEL02,21-30,5,12.3085,76.665808,12.3285,76.685808,Drinks ,scooter ,18.03,81,0,broken clouds,Low,22.56,22.93333333
CHENRES15DEL01,21-30,4.6,13.026286,80.275235,13.136286,80.385235,Buffet ,motorcycle ,26.45,87,0,scattered clouds,Very High,18.18,62.25
COIMBRES01DEL03,21-30,4.9,11.016298,76.972076,11.106298,77.062076,Meal ,motorcycle ,25.1,73,0,mist,High,3.21,40.2
JAPRES08DEL01,21-30,4.2,26.910262,75.783013,26.920262,75.793013,Buffet ,motorcycle ,19.62,68,0,haze,Very Low,0,13.16666667
RANCHIRES16DEL02,31-40,4.6,23.371292,85.327872,23.501292,85.457872,Snack ,scooter ,17.73,67,0,clear sky,Very High,11.62,50.95
COIMBRES20DEL03,21-30,4.5,10.994136,76.963303,11.054136,77.023303,Drinks ,motorcycle ,24.86,73,0,mist,Moderate,4.15,40.08333333
INDORES05DEL02,21-30,4.1,22.727021,75.884167,22.747021,75.904167,Drinks ,motorcycle ,17.08,72,0,haze,Low,15.2,24.31666667
SURRES09DEL02,31-40,3.5,21.175975,72.795503,21.255975,72.875503,Drinks ,motorcycle ,22.88,43,0,clear sky,High,6.09,41.6
INDORES09DEL03,21-30,4.8,22.725835,75.887648,22.755835,75.917648,Buffet ,scooter ,17.08,72,0,haze,Low,3.17,21.41666667
HYDRES13DEL01,31-40,5,17.431477,78.40035,17.441477,78.41035,Drinks ,scooter ,21.14,65,0,broken clouds,Low,10.21,21.58333333
JAPRES18DEL01,21-30,4.9,26.913987,75.752891,26.953987,75.792891,Buffet ,motorcycle ,19.56,68,0,haze,Moderate,11.49,26.25
COIMBRES03DEL02,21-30,4.9,11.025083,77.015393,11.075083,77.065393,Snack ,scooter ,25,73,0,mist,Moderate,14.01,32.81666667
HYDRES02DEL01,31-40,4.7,17.41233,78.449654,17.48233,78.519654,Drinks ,motorcycle ,21.27,64,0,broken clouds,High,12.93,42.85
CHENRES11DEL03,31-40,4.7,13.064181,80.236442,13.124181,80.296442,Meal ,electric_scooter ,26.39,88,0,broken clouds,High,8.95,33.13333333
AURGRES15DEL02,31-40,4.5,19.878028,75.317475,19.928028,75.367475,Buffet ,motorcycle ,17.77,82,0,mist,Moderate,17.58,30
BANGRES16DEL02,21-30,4.8,13.029198,77.570997,13.109198,77.650997,Meal ,scooter ,18.84,93,0,fog,High,10.22,37.85
